Guido R. Hiertz,"""Ericsson"""
Andrew Myles,"""Cisco"""
Andrew Myles,"""Cisco"""
Tencent Holdings Limited,null
Leif Wilhelmsson,"""Ericsson"""
Ross Jian Yu,"""Huawei Technologies Co., Ltd."""
Bo Sun,"""ZTE"""
Xin Zuo,"""Huawei Technologies"""
Edward Au,"""Huawei Technologies"""
Ron Porat,"""Broadcom"""
Matthew Fischer,"""Broadcom Inc"""
Mark Hamilton,"""Ruckus/ARRIS"""
Dorothy Stanley,"""HPE"""
Hitoshi Morioka,"""SRC Software"""
Ross Jian Yu,"""Huawei Technologies Co., Ltd."""
Ross Jian Yu,"""Huawei Technologies Co., Ltd."""
Ross Jian Yu,"""Huawei Technologies Co., Ltd."""
Mark Hamilton,"""Ruckus/ARRIS"""
Dorothy Stanley,"""HPE"""
Abhishek Patil,"""Qualcomm"""
Abhishek Patil,"""Qualcomm"""
Abhishek Patil,"""Qualcomm"""
Amelia Andersdotter,"""ARTICLE19"""
Robert Stacey,"""Intel"""
Amelia Andersdotter,"""ARTICLE19"""
Andrew Myles,"""Cisco"""
Edward Au,"""Huawei Technologies"""
Matthew Fischer,"""Broadcom Inc"""
Allan Jones,"""Activision"""
Emily Qi,"""Intel Corporation"""
Allan Jones,"""Activision"""
Dorothy Stanley,"""HPE"""
Kate Meng,"""Tencent Holdings Limited"""
Kate Meng,"""Tencent Holdings Limited"""
Kate Meng,"""Tencent Holdings Limited"""
Allan Jones,"""Activision"""
Bo Sun,"""ZTE"""
Amelia Andersdotter,"""ARTICLE19"""
Nikola Serafimovski,"""pureLiFi"""
Dorothy Stanley,"""HPE"""
Claudio da Silva,"""Intel"""
Menzo Wentink,"""Qualcomm"""
Robert Stacey,"""Intel"""
Chong Han,"""pureLiFi), Nikola Serafimovski (pureLiFi"""
Kate Meng,"""Tencent Holdings Limited"""
Oliver Luo,"""Huawei"""
Oliver Luo,"""Huawei"""
Matthew Fischer,"""Broadcom LTD"""
Matthew Fischer,"""Broadcom LTD"""
Emily Qi,"""Intel Corporation"""
Claudio da Silva,"""Intel"""
Kate Meng,"""Tencent Holdings Limited"""
Matthew Fischer,"""Broadcom Inc"""
Po-Kai Huang,"""Intel"""
Tuncer Baykas,"""IMU"""
Nikola Serafimovski,"""pureLiFi"""
Po-Kai Huang,"""Intel"""
Edward Au,"""Huawei Technologies"""
Edward Au,"""Huawei"""
Dorothy Stanley,"""HPE"""
Oliver Luo,"""Huawei"""
Allan Jones,"""Activision"""
Matthew Fischer,"""Broadcom Inc"""
Emily Qi,"""Intel"""
Allan Jones,"""Activision"""
Michael Montemurro,"""BlackBerry"""
Michael Montemurro,"""BlackBerry"""
Kate Meng,"""Tencent Holdings Limited"""
Marc Emmelmann,"""Koden-TI"""
Jon Rosdahl,"""Qualcomm"""
Yan Xin,"""Huawei Technologies"""
Allan Jones,"""Activision"""
Dorothy Stanley,"""HPE"""
Matthew Fischer,"""Broadcom Inc"""
Nikola Serafimovski,"""pureLiFi"""
Bo Sun,"""ZTE"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Joseph Levy,"""InterDigital"""
Rich Kennedy,"""self"""
Leif Wilhelmsson,"""Ericsson"""
Jonathan Segev,"""Intel corporation"""
James Gilb,"""GA-ASI, USD, Gilb Consulting, GenXComm"""
Mark Hamilton,"""Ruckus/ARRIS"""
Mark Hamilton,"""Ruckus/ARRIS"""
Minyoung Park,"""Intel Corp."""
Mark RISON,"""Samsung"""
Nikola Serafimovski,"""pureLiFi"""
Dorothy Stanley,"""HPE"""
Andrew Myles,"""Cisco"""
Yan Xin,"""Huawei Technologies"""
Allen Heberling,"""GenXcomm"""
Carlos Cordeiro,"""Intel"""
Carlos Cordeiro,"""Intel"""
Joseph Levy,"""InterDigital"""
Jim Lansford,"""Qualcomm"""
Jon Rosdahl,"""Qualcomm"""
Mark Hamilton,"""Ruckus/ARRIS"""
Lei Huang,"""Panasonic"""
Dorothy Stanley,"""HPE"""
Peter Ecclesine,"""Cisco Systems"""
Matthew Fischer,"""Broadcom Inc"""
Robert Stacey,"""Intel"""
Robert Stacey,"""Intel"""
Peter Ecclesine,"""Cisco Systems"""
Mark Hamilton,"""Ruckus/ARRIS"""
Edward Au,"""Huawei Technologies"""
Michael Montemurro,"""BlackBerry"""
Emily Qi,"""Intel"""
Emily Qi,"""Intel"""
Osama Aboul-Magd,"""Huawei Technologies"""
Osama Aboul-Magd,"""Huawei Technologies"""
Emily Qi,"""Intel"""
Dorothy Stanley,"""HPE"""
Stephen McCann,"""BlackBerry"""
Mark Hamilton,"""Ruckus/ARRIS"""
Joseph Levy,"""InterDigital"""
Roy Want,"""Google"""
Andrew Myles,"""Cisco"""
Mark Hamilton,"""Ruckus/ARRIS"""
Jerome Henry,"""Cisco"""
Edward Au,"""Huawei"""
Dorothy Stanley,"""HPE"""
Peter Ecclesine,"""Cisco Systems"""
Nikola Serafimovski,"""pureLiFi"""
Murat Uysal et. al.,null
Andrew Myles,"""Cisco"""
Abhishek Patil,"""Qualcomm"""
Dorothy Stanley,"""HPE"""
Emily Qi,"""Intel"""
Emily Qi,"""Intel"""
Allan Jones,"""Activision"""
Jon Rosdahl,"""Qualcomm"""
Ganesh Venkatesan,"""Intel Corporation"""
Dorothy Stanley,"""HPE"""
Nehru Bhandaru,"""Broadcom"""
Mark RISON,"""Samsung"""
Jon Rosdahl,"""Qualcomm"""
Ming Gan,"""Huawei"""
Abhishek Patil,"""Qualcomm"""
Nikola Serafimovski,"""pureLiFi"""
Nikola Serafimovski,"""pureLiFi"""
Leif Wilhelmsson,"""Ericsson"""
Genadiy Tsodik,"""Huawei"""
Nehru Bhandaru,"""Broadcom"""
Nehru Bhandaru,"""Broadcom"""
Abhishek Patil,"""Qualcomm"""
Dorothy Stanley,"""HPE"""
Emily Qi,"""Intel"""
Abhishek Patil,"""Qualcomm"""
Yujin Noh,"""Newracom"""
Paul Nikolich,"""self"""
Rojan Chitrakar,"""Panasonic"""
Marc Emmelmann,"""Koden-TI"""
Shubhodeep Adhikari,"""Broadcom Limited"""
Kome Oteri,"""InterDigital"""
Amelia Andersdotter,"""ARTICLE19"""
Mark Hamilton,"""Ruckus/ARRIS"""
Shubhodeep Adhikari,"""Broadcom Limited"""
Balkan Kecicioglu,"""Cablelabs"""
Paul Nikolich,"""self"""
Edward Au,"""Huawei Technologies"""
Edward Au,"""Huawei Technologies"""
Andrew Myles,"""Cisco"""
Andrew Myles,"""Cisco"""
Andrew Myles,"""Cisco"""
Andrew Myles,"""Cisco"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Robert Stacey,"""Intel"""
Robert Stacey,"""Intel"""
Bo Sun,"""ZTE"""
Clint Chaplin,"""self"""
Clint Chaplin,"""self"""
Jon Rosdahl,"""Qualcomm"""
Robert Stacey,"""Intel"""
Robert Stacey,"""Intel"""
Tuncer Baykas,"""IMU"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HP Enterprise"""
Dorothy Stanley,"""HPE"""
Robert Stacey,"""Intel"""
Tuncer Baykas,"""IMU"""
Nikola Serafimovski,"""pureLiFi"""
Andrew Myles,"""Cisco"""
Joseph Levy,"""InterDigital"""
Joseph Levy,"""InterDigital"""
Yunsong Yang,"""Huawei Technologies"""
Lei Wang,"""Huawei"""
Max Riegel,"""Nokia"""
Bo Sun,"""ZTE"""
Balkan Kecicioglu,"""Cablelabs"""
Andrew Myles,"""Cisco"""
James Gilb,"""GA-ASI, GenXComm, Gilb Consulting"""
Jon Rosdahl,"""Qualcomm"""
Michael Montemurro,"""BlackBerry"""
Bo Sun,"""ZTE"""
Dorothy Stanley,"""HPE"""
Peter Ecclesine,"""Cisco Systems"""
Peter Ecclesine,"""Cisco Systems"""
James Gilb,"""GA-ASI, GenXComm"""
Guido R. Hiertz,"""Ericsson"""
Guido R. Hiertz,"""Ericsson"""
Guido R. Hiertz,"""Ericsson"""
Osama Aboul-Magd,"""Huawei Technologies"""
Bahar Sadeghi,"""Intel"""
Mark Hamilton,"""Ruckus/ARRIS"""
Yunsong Yang,"""Huawei Technologies"""
Bo Sun,"""ZTE"""
Balkan Kecicioglu,"""Cablelabs"""
Joseph Levy,"""InterDigital"""
Dorothy Stanley,"""HPE"""
Joseph Levy,"""InterDigital"""
Bo Sun,"""ZTE"""
Osama Aboul-Magd,"""Huawei Technologies"""
Kazuyuki Sakoda,"""Sony"""
Assaf Kasher,"""Qualcomm"""
Balkan Kecicioglu,"""Cablelabs"""
Joseph Levy,"""InterDigital"""
Michael Montemurro,"""BlackBerry"""
Carlos Cordeiro,"""Intel"""
Steve Shellhammer,"""Qualcomm"""
Ron Porat,"""Broadcom"""
Ganesh Venkatesan,"""Intel Corporation"""
Assaf Kasher,"""Qualcomm"""
Steve Shellhammer,"""Qualcomm"""
Shahrnaz Azizi,"""Intel Corp"""
Bo Sun,"""ZTE"""
Shahrnaz Azizi,"""Intel Corp"""
Woojin Ahn,"""WILUS"""
Marc Emmelmann,"""Koden-TI"""
Jay Holcomb,"""Itron"""
Onn Haran,"""AutoTalks"""
laurent cariou,"""Intel"""
Taewon Song,"""LG Electronics"""
Onn Haran,"""Autotalks"""
Marc Emmelmann,"""Koden-TI"""
Po-Kai Huang,"""Intel"""
Marc Emmelmann,"""Koden-TI"""
Marc Emmelmann,"""Koden-TI"""
Andrew Myles,"""Cisco"""
Stephen McCann,"""BlackBerry"""
Yunsong Yang,"""Huawei Technologies"""
Marc Emmelmann,"""Koden-TI"""
Marc Emmelmann,"""Koden-TI"""
Mark Hamilton,"""Ruckus/ARRIS"""
Xiaofei WANG,"""InterDigital"""
vinod kristem,"""Intel"""
Matthew Fischer,"""Broadcom LTD"""
Nikola Serafimovski,"""pureLiFi"""
Bahar Sadeghi,"""Intel"""
laurent cariou,"""Intel"""
Stephan Sand,"""German Aerospace Center (DLR)"""
Alphan SAHIN,"""InterDigital"""
vinod kristem,"""Intel"""
Jonathan Segev,"""Intel corporation"""
vinod kristem,"""Intel"""
Sindhu Verma,"""Broadcom Limited"""
Feng Jiang,"""Intel Corporation"""
Dongguk Lim,"""LGE"""
Dongguk Lim,"""LGE"""
Abhishek Patil,"""Qualcomm"""
Andrew Myles,"""Cisco"""
Feng Jiang,"""Intel Corporation"""
Osama Aboul-Magd,"""Huawei Technologies"""
Dongguk Lim,"""LGE"""
Dongguk Lim,"""LGE"""
Eunsung Park,"""LG Electronics"""
vinod kristem,"""Intel"""
Joseph Levy,"""InterDigital"""
vinod kristem,"""Intel"""
Jia Jia,"""Huawei Technologies"""
Jia Jia,"""Huawei Technologies"""
Ron Porat,"""Broadcom"""
vinod kristem,"""Intel"""
Jeorge Hurtarte,"""LitePoint"""
Shahrnaz Azizi,"""Intel Corp"""
vinod kristem,"""Intel"""
vinod kristem,"""Intel"""
Shahrnaz Azizi,"""Intel Corp"""
Feng Jiang,"""Intel Corporation"""
Shahrnaz Azizi,"""Intel Corp"""
Rojan Chitrakar,"""Panasonic"""
Jia Jia,"""Huawei Technologies"""
laurent cariou,"""Intel"""
Junghoon Suh,"""Huawei"""
Taewon Song,"""LG Electronics"""
Ron Porat,"""Broadcom"""
Jonathan Segev,"""Intel corporation"""
Yunsong Yang,"""Huawei Technologies"""
Joseph Levy,"""InterDigital"""
Eunsung Park,"""LG Electronics"""
vinod kristem,"""Intel"""
vinod kristem,"""Intel"""
Jeongki Kim,"""LG Electronics"""
Tuncer Baykas,"""IMU) Volker Jungnickel (HHI"""
Tianyu Wu,"""Samsung"""
Liwen Chu,"""Marvell"""
Dongguk Lim,"""LGE"""
Edward Au,"""Huawei Technologies"""
vinod kristem,"""Intel"""
Nikola Serafimovski,"""pureLiFi"""
Feng Jiang,"""Intel Corporation"""
Dongguk Lim,"""LGE"""
Nehru Bhandaru,"""Broadcom"""
Jeongki Kim,"""LG Electronics"""
Edward Au,"""Huawei Technologies"""
vinod kristem,"""Intel"""
Mark Hamilton,"""Ruckus/ARRIS"""
Feng Jiang,"""Intel Corporation"""
Dongguk Lim,"""LGE"""
Carlos Cordeiro,"""Intel"""
vinod kristem,"""Intel"""
Steve Shellhammer,"""Qualcomm"""
Osama Aboul-Magd,"""Huawei Technologies"""
vinod kristem,"""Intel"""
vinod kristem,"""Intel"""
Oliver Luo,"""Huawei"""
Ganesh Venkatesan,"""Intel Corporation"""
Edward Au,"""Huawei Technologies"""
Ming Gan,"""Huawei"""
Sungjin Park,"""LG Electronics"""
Carlos Cordeiro,"""Intel"""
Po-Kai Huang,"""Intel"""
Feng Jiang,"""Intel Corporation"""
Alphan SAHIN,"""InterDigital"""
Xiaofei WANG,"""InterDigital"""
Oliver Luo,"""Huawei"""
Po-Kai Huang,"""Intel"""
Oliver Luo,"""Huawei"""
Amelia Andersdotter,"""ARTICLE19"""
Onn Haran,"""Autotalks"""
Stephan Sand,"""German Aerospace Center (DLR)"""
Edward Au,"""Huawei Technologies"""
Mark RISON,"""Samsung"""
Ganesh Venkatesan,"""Intel Corporation"""
Alphan SAHIN,"""InterDigital"""
Xiaofei WANG,"""InterDigital"""
Shubhodeep Adhikari,"""Broadcom Limited"""
Osama Aboul-Magd,"""Huawei Technologies"""
Mark Hamilton,"""Ruckus/ARRIS"""
Ganesh Venkatesan,"""Intel Corporation"""
Ganesh Venkatesan,"""Intel Corporation"""
Jonathan Segev,"""Intel corporation"""
Dongguk Lim,"""LGE"""
Dorothy Stanley,"""HPE"""
Bo Sun,"""ZTE"""
Bahar Sadeghi,"""Intel"""
Jeongki Kim,"""LG Electronics"""
Oliver Luo,"""Huawei"""
Steve Shellhammer,"""Qualcomm"""
Allen Heberling,"""GenXcomm"""
Xiaofei WANG,"""InterDigital"""
Xiaofei WANG,"""InterDigital"""
Michael Montemurro,"""BlackBerry"""
SK Yong,"""Apple"""
Sean Coffey,"""Realtek"""
Chris Hansen,"""Peraso"""
Hiroyuki Motozuka,"""Panasonic"""
Yunsong Yang,"""Huawei Technologies"""
Osama Aboul-Magd,"""Huawei Technologies"""
Rojan Chitrakar,"""Panasonic"""
Rojan Chitrakar,"""Panasonic"""
Jeongki Kim,"""LG Electronics"""
Ganesh Venkatesan,"""Intel Corporation"""
Taewon Song,"""LG Electronics"""
Jeongki Kim,"""LG Electronics"""
Taewon Song,"""LG Electronics"""
Jeongki Kim,"""LG Electronics"""
Lili Hervieu,"""Cablelabs"""
Dorothy Stanley,"""HPE"""
Qinghua Li,"""Intel"""
Steve Shellhammer,"""Qualcomm"""
Qinghua Li,"""Intel"""
Michael Montemurro,"""BlackBerry"""
Suhwook Kim,"""LG"""
SK Yong,"""Apple"""
Yongho Seok,"""MediaTek"""
Alphan SAHIN,"""InterDigital"""
Rui Cao,"""Marvell"""
Steve Shellhammer,"""Qualcomm"""
Po-Kai Huang,"""Intel"""
Youhan Kim,"""Qualcomm"""
Po-Kai Huang,"""Intel"""
Jeongki Kim,"""LG Electronics"""
Xiaofei WANG,"""InterDigital"""
Sungjin Park,"""LG Electronics"""
Yongho Seok,"""MediaTek"""
Taewon Song,"""LG Electronics"""
Jouni Malinen,"""Qualcomm"""
Yujin Noh,"""Newracom"""
Youhan Kim,"""Qualcomm"""
Yujin Noh,"""Newracom"""
SK Yong,"""Apple"""
Jonathan Segev,"""Intel corporation"""
Dorothy Stanley,"""HPE"""
Suhwook Kim,"""LG"""
Jeongki Kim,"""LG Electronics"""
Bo Sun,"""ZTE"""
Edward Au,"""Huawei Technologies"""
Michael Montemurro,"""BlackBerry"""
Yan Xin,"""Huawei"""
Jeongki Kim,"""LG Electronics"""
Jia Jia,"""Huawei Technologies"""
Abhishek Patil,"""Qualcomm"""
Ganesh Venkatesan,"""Intel Corporation"""
Ganesh Venkatesan,"""Intel Corporation"""
Marc Emmelmann,"""Koden-TI"""
Saehee Bang,"""LG Electronics"""
Saehee Bang,"""LG Electronics"""
Marc Emmelmann,"""Koden-TI"""
Rui Cao,"""Marvell"""
Alphan SAHIN,"""InterDigital"""
Robert Stacey,"""Intel"""
Abhishek Patil,"""Qualcomm"""
Michael Montemurro,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Carlos Cordeiro,"""Intel"""
Dorothy Stanley,"""HPE"""
Saehee Bang,"""LG Electronics"""
Rui Cao,"""Marvell"""
Yunsong Yang,"""Huawei Technologies"""
Tuncer Baykas,"""IMU"""
Junghoon Suh,"""Huawei"""
Robert Stacey,"""Intel"""
Jarkko Kneckt,"""Apple"""
Mark Hamilton,"""Ruckus/ARRIS"""
Shubhodeep Adhikari,"""Broadcom Limited"""
Saehee Bang,"""LG Electronics"""
Alphan SAHIN,"""InterDigital"""
Nikola Serafimovski,"""pureLiFi"""
Dorothy Stanley,"""HPE"""
Andrew Myles,"""Cisco"""
Ron Porat,"""Broadcom"""
Ganesh Venkatesan,"""Intel Corporation"""
Tuncer Baykas,"""IMU"""
Tuncer Baykas,"""IMU"""
Edward Au,"""Huawei Technologies"""
Taewon Song,"""LG Electronics"""
Jonathan Segev,"""Intel"""
Michael Montemurro,"""BlackBerry"""
Ganesh Venkatesan,"""Intel Corporation"""
Assaf Kasher,"""Qualcomm"""
Dorothy Stanley,"""HPE"""
Robert Stacey,"""Intel"""
Osama Aboul-Magd,"""Huawei Technologies"""
Po-Kai Huang,"""Intel"""
Jonathan Segev,"""Intel"""
Kome Oteri,"""InterDigital"""
Osama Aboul-Magd,"""Huawei Technology"""
Osama Aboul-Magd,"""Huawei Technologies"""
Jonathan Segev,"""Intel corporation"""
Leif Wilhelmsson,"""Ericsson"""
Nikola Serafimovski,"""pureLiFi"""
Eunsung Park,"""LG Electronics"""
Hiroyuki Motozuka,"""Panasonic"""
Jonathan Segev,"""Intel"""
Youhan Kim,"""Qualcomm"""
Nikola Serafimovski,"""pureLiFi"""
Abhishek Patil,"""Qualcomm"""
Volker Jungnickel,"""Fraunhofer HHI"""
Robert Stacey,"""Intel"""
Leif Wilhelmsson,"""Ericsson"""
Oliver Luo,"""Huawei"""
Hiroyuki Motozuka,"""Panasonic"""
Edward Au,"""Huawei Technologies"""
Texas Instruments,null
Osama Aboul-Magd,"""Huawei Technologies"""
Bo Sun,"""ZTE"""
Yan Xin,"""Huawei"""
Yan Xin,"""Huawei"""
Dorothy Stanley,"""HPE"""
Osama Aboul-Magd,"""Huawei Technologies"""
Edward Au,"""Huawei Technologies"""
Matthew Fischer,"""Broadcom LTD"""
Ganesh Venkatesan,"""Intel Corporation"""
Michael Montemurro,"""BlackBerry"""
Sean Coffey,"""Realtek"""
Andrew Myles,"""Cisco"""
Nikola Serafimovski,"""pureLiFi"""
Michael Montemurro,"""BlackBerry"""
Andrew Myles,"""Cisco"""
Yan Xin,"""Huawei"""
Edward Au,"""Huawei Technologies"""
Ilya Bolotin,"""Intel"""
Peter Yee,"""NSA-Cybersecurity"""
Kome Oteri,"""InterDigital"""
Ganesh Venkatesan,"""Intel Corporation"""
Yan Xin,"""Huawei"""
laurent cariou,"""Intel"""
Edward Au,"""Huawei Technologies"""
Ganesh Venkatesan,"""Intel Corporation"""
Dibakar Das,"""Intel"""
Sreekrishna Pandi,"""Technical University of Dresden"""
Shahrnaz Azizi,"""Intel Corp"""
Rui Cao,"""Marvell"""
Hanseul Hong,"""Yonsei Univ."""
Shahrnaz Azizi,"""Intel Corp"""
Shahrnaz Azizi,"""Intel Corp"""
Osama Aboul-Magd,"""Huawei Technologies"""
Osama Aboul-Magd,"""Huawei Technologies"""
vinod kristem,"""Intel"""
James Gilb,"""GA-ASI, GenXComm"""
Ganesh Venkatesan,"""Intel Corporation"""
Suhwook Kim,"""LG"""
Assaf Kasher,"""Qualcomm"""
Jonathan.segev,"""Intel corporation"""
Marc Emmelmann,"""Koden-TI"""
Suhwook Kim,"""LG"""
John Notor,"""Notor Research"""
Kome Oteri,"""InterDigital"""
Mark Hamilton,"""Ruckus/ARRIS"""
Youhan Kim,"""Qualcomm"""
vinod kristem,"""Intel"""
vinod kristem,"""Intel"""
Yunsong Yang,"""Huawei Technologies"""
Onn Haran,"""AutoTalks"""
Claudio da Silva,"""Intel"""
Po-Kai Huang,"""Intel"""
Andrew Myles,"""Cisco"""
Peter Yee,"""NSA-Cybersecurity"""
Chris Hansen,"""Peraso"""
Christian Berger,"""Marvell"""
Rui Cao,"""Marvell"""
Xiaofei WANG,"""InterDigital"""
Yan Xin,"""Huawei"""
Qinghua Li,"""Intel"""
Hiroyuki Motozuka,"""Panasonic"""
Lei Wang,"""Huawei"""
Lei Wang,"""Huawei"""
Jiamin Chen,"""Huawei"""
Yunsong Yang,"""Huawei Technologies"""
Qinghua Li,"""Intel"""
Ganesh Venkatesan,"""Intel Corporation"""
SK Yong,"""Apple"""
Xiaofei WANG,"""InterDigital"""
C. Hansen,"""Peraso"""
Edward Au,"""Huawei Technologies"""
Jonathan.segev,"""Intel corporation"""
Osama Aboul-Magd,"""Huawei Technologies"""
Xiaofei WANG,"""InterDigital"""
Assaf Kasher,"""Qualcomm"""
Lei Huang,"""Panasonic"""
Guoqing Li,"""Apple"""
Jeongki Kim,"""LG Electronics"""
Xiaofei WANG,"""InterDigital"""
Rich Kennedy,"""self"""
Christian Berger,"""Marvell"""
Mohamed Abouelseoud,"""Sony"""
Yan Xin,"""Huawei Technologies"""
Yan Xin,"""Huawei Technologies"""
Guoqing Li,"""Apple"""
laurent cariou,"""Intel"""
Solomon Trainin,"""Qualcomm"""
Assaf Kasher,"""Qualcomm"""
Feng Jiang,"""Intel Corporation"""
Feng Jiang,"""Intel Corporation"""
Feng Jiang,"""Intel Corporation"""
Tuncer Baykas,"""IMU"""
Jonathan.segev,"""Intel corporation"""
Murat Uysal et. al.,null
Murat Uysal et. al.,null
Murat Uysal et. al.,null
Murat Uysal et. al.,null
Yunsong Yang,"""Huawei Technologies"""
Taewon Song,"""LG Electronics"""
Po-Kai Huang,"""Intel"""
Po-Kai Huang,"""Intel"""
Abhishek Patil,"""Qualcomm"""
Mingguang Xu,"""Apple Inc."""
Lei Wang,"""Huawei"""
Jon Rosdahl,"""Qualcomm"""
Stephen McCann,"""BlackBerry"""
Yongho Seok,"""MediaTek"""
Joseph Levy,"""InterDigital"""
Graham Smith,"""SR Technologies"""
Dorothy Stanley,"""HPE"""
Ron Porat,"""Broadcom"""
C. Hansen,"""Peraso"""
Matthew Fischer,"""Broadcom LTD"""
Jianhan Liu,"""Mediatek"""
Nehru Bhandaru,"""Broadcom"""
Dongguk Lim,"""LGE"""
Shahrnaz Azizi,"""Intel Corp"""
Roy Want,"""Google"""
Dongguk Lim,"""LGE"""
Dongguk Lim,"""LGE"""
Dongguk Lim,"""LGE"""
Assaf Kasher,"""Qualcomm"""
Marc Emmelmann,"""Koden-TI"""
Marc Emmelmann,"""Koden-TI"""
Dongguk Lim,"""LGE"""
Dongguk Lim,"""LGE"""
Guido R. Hiertz,"""Ericsson"""
Edward Au,"""Huawei Technologies"""
Alphan SAHIN,"""InterDigital"""
Robert Stacey,"""Intel"""
